,X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender,schoolAddress,websiteAddress
151,1047,Chandler,Kyle,2018-2019,Jul 2017 - Aug 2019,Arkansas State University,Women's Cross Country,0.9813,0.0187,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
152,1048,Chandler,Kyle,2018-2019,Jul 2017 - Aug 2019,Arkansas State University,Men's Cross Country,0.9813,0.0187,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
153,1458,Daniel,Matt,2018-2019,May 2019 - ,Arkansas State University,Women's Basketball,0.9997,0.0003,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
154,1600,Desbiens,Marie-Josee,2018-2019,Jul 2010 - ,Arkansas State University,Women's Golf,,,female,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
155,1678,Dooley,Brian D.,2018-2019,Feb 2015 - ,Arkansas State University,Women's Soccer,,,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
156,2586,Hagen,Michael,2018-2019,Aug 2015 - ,Arkansas State University,Men's Golf,0.9947,0.0053,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
157,3609,Kostick,Justin,2018-2019,Nov 2017 - ,Arkansas State University,Women's Bowling,0.9947,0.0053,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
158,3752,Lange,Kel,2018-2019,Aug 2015 - ,Arkansas State University,Women's Tennis,1,0,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
159,4996,Patchell,Jim,2018-2019,Sep 2011 - ,Arkansas State University,"Men's Track, Indoor",0.9966,0.0034,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
160,4997,Patchell,Jim,2018-2019,Aug 2019 - ,Arkansas State University,Women's Cross Country,0.9966,0.0034,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
161,4998,Patchell,Jim,2018-2019,Sep 2011 - ,Arkansas State University,"Men's Track, Outdoor",0.9966,0.0034,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
162,4999,Patchell,Jim,2018-2019,Sep 2011 - ,Arkansas State University,"Women's Track, Outdoor",0.9966,0.0034,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
163,5000,Patchell,Jim,2018-2019,Sep 2011 - ,Arkansas State University,"Women's Track, Indoor",0.9966,0.0034,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
164,5001,Patchell,Jim,2018-2019,Aug 2019 - ,Arkansas State University,Men's Cross Country,0.9966,0.0034,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
165,5357,Raffo,Tommy,2018-2019,Aug 2008 - ,Arkansas State University,Baseball,0.9862,0.0138,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
166,5419,Rehr,David,2018-2019,Mar 2012 - May 2019,Arkansas State University,Women's Volleyball,0.9963,0.0037,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
167,5446,Restrepo,Santiago,2018-2019,May 2019 - ,Arkansas State University,Women's Volleyball,0.9983,0.0017,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/
168,1166,Clinard,Nick,2018-2019,Aug 2009 - ,Auburn University,Men's Golf,0.998,0.002,male,"Auburn, AL 36849",www.auburn.edu
169,1549,Dean,Michael,2018-2019,Oct 2017 - ,Auburn University,Softball,0.9947,0.0053,male,"Auburn, AL 36849",www.auburn.edu
170,2075,Flournoy-Williams,Terri,2018-2019,May 2012 - ,Auburn University,Women's Basketball,0.0059,0.9941,female,"Auburn, AL 36849",www.auburn.edu
171,2453,Graba,Jeff,2018-2019,Sep 2010 - ,Auburn University,Women's Gymnastics,0.9977,0.0023,male,"Auburn, AL 36849",www.auburn.edu
172,3001,Hoppa,Karen,2018-2019,May 1999 - ,Auburn University,Women's Soccer,0.0026,0.9974,female,"Auburn, AL 36849",www.auburn.edu
173,3881,Lilley,Caroline,2018-2019,Aug 2019 - ,Auburn University,Women's Tennis,0.0015,0.9985,female,"Auburn, AL 36849",www.auburn.edu
174,3977,Luellen,Melissa,2018-2019,Aug 2015 - ,Auburn University,Women's Golf,0.0031,0.9969,female,"Auburn, AL 36849",www.auburn.edu
175,4066,Malzahn,Gus,2018-2019,Jan 2013 - Feb 2021,Auburn University,Football,1,0,male,"Auburn, AL 36849",www.auburn.edu
176,4794,Nold,Rick,2018-2019,Apr 2011 - Feb 2020,Auburn University,Women's Volleyball,0.9982,0.0018,male,"Auburn, AL 36849",www.auburn.edu
177,5042,Pearl,Bruce,2018-2019,Apr 2014 - ,Auburn University,Men's Basketball,0.9965,0.0035,male,"Auburn, AL 36849",www.auburn.edu
178,5449,Reynolds,Bobby,2018-2019,Jul 2016 - ,Auburn University,Men's Tennis,0.9724,0.0276,male,"Auburn, AL 36849",www.auburn.edu
179,6196,Spencer,Lauren,2018-2019,Nov 2011 - Aug 2019,Auburn University,Women's Tennis,0.0093,0.9907,female,"Auburn, AL 36849",www.auburn.edu
180,6211,Spry,Ralph,2018-2019,Oct 1997 - ,Auburn University,"Women's Track, Indoor",0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu
181,6212,Spry,Ralph,2018-2019,Oct 1997 - ,Auburn University,"Men's Track, Outdoor",0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu
182,6213,Spry,Ralph,2018-2019,Oct 1997 - ,Auburn University,"Women's Track, Outdoor",0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu
183,6214,Spry,Ralph,2018-2019,Sep 2017 - ,Auburn University,Men's Cross Country,0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu
184,6215,Spry,Ralph,2018-2019,Oct 1997 - ,Auburn University,"Men's Track, Indoor",0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu
185,6216,Spry,Ralph,2018-2019,Sep 2017 - ,Auburn University,Women's Cross Country,0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu
186,6473,Taylor,Gary,2018-2019,Jun 2018 - ,Auburn University,Men's Swimming and Diving,0.9962,0.0038,male,"Auburn, AL 36849",www.auburn.edu
187,6474,Taylor,Gary,2018-2019,Jun 2018 - ,Auburn University,Women's Swimming and Diving,0.9962,0.0038,male,"Auburn, AL 36849",www.auburn.edu
188,6529,Thompson,Butch,2018-2019,Nov 2015 - ,Auburn University,Baseball,1,0,male,"Auburn, AL 36849",www.auburn.edu
189,2807,Hegg,Caroline,2018-2019,Feb 2015 - ,Augusta University,Women's Golf,0.0015,0.9985,female,"1120 15th St, Augusta, GA 30912",www.augusta.edu
190,4849,O'Keefe,Jack,2018-2019,Jan 2014 - ,Augusta University,Men's Golf,0.9969,0.0031,male,"1120 15th St, Augusta, GA 30912",www.augusta.edu
191,763,Brown,Ross,2018-2019,Sep 2012 - ,Austin Peay State University,Women's Tennis,0.9955,0.0045,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
192,764,Brown,Ross,2018-2019,Sep 2012 - ,Austin Peay State University,Men's Tennis,0.9955,0.0045,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
193,770,Brown,Valerie,2018-2019,Jul 2019 - ,Austin Peay State University,"Women's Track, Indoor",0.0027,0.9973,female,"601 College St, Clarksville, TN 37044",www.apsu.edu
194,771,Brown,Valerie,2018-2019,Jul 2019 - ,Austin Peay State University,"Women's Track, Outdoor",0.0027,0.9973,female,"601 College St, Clarksville, TN 37044",www.apsu.edu
195,772,Brown,Valerie,2018-2019,Jul 2019 - ,Austin Peay State University,Men's Cross Country,0.0027,0.9973,female,"601 College St, Clarksville, TN 37044",www.apsu.edu
196,773,Brown,Valerie,2018-2019,Jul 2019 - ,Austin Peay State University,Women's Cross Country,0.0027,0.9973,female,"601 College St, Clarksville, TN 37044",www.apsu.edu
197,2014,Figger,Matt,2018-2019,May 2017 - ,Austin Peay State University,Men's Basketball,0.9997,0.0003,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
198,2794,Healy,Will,2018-2019,Jan 2016 - Jan 2019,Austin Peay State University,Football,0.9924,0.0076,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
199,3084,Hudspeth,Mark,2018-2019,Jan 2019 - Sep 2020,Austin Peay State University,Football,0.9967,0.0033,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
200,3211,Janssen,Travis,2018-2019,Oct 2015 - ,Austin Peay State University,Baseball,0.993,0.007,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
201,3594,Kolarova,Naomi,2018-2019,Jan 2018 - ,Austin Peay State University,Women's Soccer,0.0017,0.9983,female,"601 College St, Clarksville, TN 37044",www.apsu.edu
202,4415,Midlick,David,2018-2019,May 2015 - Apr 2021,Austin Peay State University,Women's Basketball,0.9963,0.0037,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
203,4520,Molnar,Doug,2018-2019,Oct 2004 - Jul 2019,Austin Peay State University,"Women's Track, Outdoor",0.9998,0.0002,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
204,4521,Molnar,Doug,2018-2019,Oct 2004 - Jul 2019,Austin Peay State University,Men's Cross Country,0.9998,0.0002,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
205,4522,Molnar,Doug,2018-2019,Oct 2004 - Jul 2019,Austin Peay State University,Women's Cross Country,0.9998,0.0002,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
206,4523,Molnar,Doug,2018-2019,Oct 2004 - Jul 2019,Austin Peay State University,"Women's Track, Indoor",0.9998,0.0002,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
207,4627,Mott,Taylor,2018-2019,Apr 2012 - ,Austin Peay State University,Women's Volleyball,0.2457,0.7543,female,"601 College St, Clarksville, TN 37044",www.apsu.edu
208,4628,Mott,Taylor,2018-2019,Apr 2016 - ,Austin Peay State University,Women's Beach Volleyball,0.2457,0.7543,female,"601 College St, Clarksville, TN 37044",www.apsu.edu
209,7147,Wilson,Robbie,2018-2019,Dec 2014 - ,Austin Peay State University,Men's Golf,0.544,0.456,male,"601 College St, Clarksville, TN 37044",www.apsu.edu
210,34,Agnew,J.,2018-2019,Sep 2018 - ,Ball State University,Men's Swimming and Diving,,,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
211,35,Agnew,J.,2018-2019,Sep 2018 - ,Ball State University,Women's Swimming and Diving,,,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
212,304,Bartlett,Megan C.,2018-2019,Aug 2015 - ,Ball State University,Softball,,,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
213,442,Bernthal,Stephanie,2018-2019,Apr 2018 - ,Ball State University,Field Hockey,0.0034,0.9966,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
214,1013,Castillo,Kristy,2018-2019,Aug 2012 - Sep 2018,Ball State University,Women's Swimming and Diving,0.0024,0.9976,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
215,1921,Etelman,Brian,2018-2019,Aug 2015 - ,Ball State University,"Women's Track, Indoor",0.9958,0.0042,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
216,1922,Etelman,Brian,2018-2019,Aug 2015 - ,Ball State University,"Women's Track, Outdoor",0.9958,0.0042,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
217,1923,Etelman,Brian,2018-2019,Aug 2015 - ,Ball State University,Women's Cross Country,0.9958,0.0042,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
218,2050,Fleck,Mike,2018-2019,Sep 1998 - ,Ball State University,Men's Golf,0.9966,0.0034,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
219,4064,Maloney,Rich,2018-2019,Aug 2012 - ,Ball State University,Baseball,1,0,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
220,4440,Miller,Kelli,2018-2019,Jun 2016 - ,Ball State University,Women's Volleyball,0.0038,0.9962,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
221,4630,Mowat,Katherine,2018-2019,Sep 2004 - ,Ball State University,Women's Golf,0.0028,0.9972,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
222,4746,Neu,Mike,2018-2019,Feb 2016 - ,Ball State University,Football,0.9966,0.0034,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
223,4816,Norris,Max,2018-2019,Jan 2014 - ,Ball State University,Women's Tennis,0.9961,0.0039,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
224,5481,Richards,Bill,2018-2019,Oct 1972 - ,Ball State University,Men's Tennis,0.9971,0.0029,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
225,5509,Rife,Josh,2018-2019,Aug 2019 - ,Ball State University,Women's Soccer,1,0,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
226,5551,Roberts,Craig,2018-2019,Feb 2010 - Aug 2019,Ball State University,Women's Soccer,0.9964,0.0036,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
227,5706,Saleem,Joanna,2018-2019,May 2013 - ,Ball State University,Women's Gymnastics,0.0031,0.9969,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
228,5710,Sallee,Brady,2018-2019,Jul 2012 - ,Ball State University,Women's Basketball,0.9792,0.0208,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
229,6877,Walton,Joel,2018-2019,Aug 1998 - ,Ball State University,Men's Volleyball,0.9899,0.0101,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
230,7044,Whitford,James,2018-2019,May 2013 - ,Ball State University,Men's Basketball,0.9956,0.0044,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu
231,571,Boland,Brian,2018-2019,Jul 2018 - Sep 2020,Baylor University,Men's Tennis,0.9958,0.0042,male,"Waco, TX 76798",www.baylor.edu
232,1724,Drew,Scott,2018-2019,Aug 2003 - ,Baylor University,Men's Basketball,0.9964,0.0036,male,"Waco, TX 76798",www.baylor.edu
233,2390,Goble,Jay,2018-2019,Jun 2012 - ,Baylor University,Women's Golf,0.9875,0.0125,male,"Waco, TX 76798",www.baylor.edu
234,2674,Harbour,Todd,2018-2019,Aug 2003 - ,Baylor University,Men's Cross Country,0.996,0.004,male,"Waco, TX 76798",www.baylor.edu
235,2675,Harbour,Todd,2018-2019,Aug 2003 - ,Baylor University,Women's Cross Country,0.996,0.004,male,"Waco, TX 76798",www.baylor.edu
236,2676,Harbour,Todd,2018-2019,Aug 2005 - ,Baylor University,"Men's Track, Outdoor",0.996,0.004,male,"Waco, TX 76798",www.baylor.edu
237,2677,Harbour,Todd,2018-2019,Jul 2005 - ,Baylor University,"Women's Track, Indoor",0.996,0.004,male,"Waco, TX 76798",www.baylor.edu
238,2678,Harbour,Todd,2018-2019,Aug 2005 - ,Baylor University,"Men's Track, Indoor",0.996,0.004,male,"Waco, TX 76798",www.baylor.edu
239,2679,Harbour,Todd,2018-2019,Jul 2005 - ,Baylor University,"Women's Track, Outdoor",0.996,0.004,male,"Waco, TX 76798",www.baylor.edu
240,3255,Jobson,Paul,2018-2019,Aug 2014 - ,Baylor University,Women's Soccer,0.996,0.004,male,"Waco, TX 76798",www.baylor.edu
241,4292,McGraw,Mike,2018-2019,Sep 2014 - ,Baylor University,Men's Golf,0.9966,0.0034,male,"Waco, TX 76798",www.baylor.edu
242,4302,McGuyre,Ryan,2018-2019,Jan 2015 - ,Baylor University,Women's Volleyball,0.9768,0.0232,male,"Waco, TX 76798",www.baylor.edu
243,4560,Moore,Glenn,2018-2019,Aug 2003 - ,Baylor University,Softball,0.9933,0.0067,male,"Waco, TX 76798",www.baylor.edu
244,4641,Mulkey,Kim,2018-2019,Aug 2003 - ,Baylor University,Women's Basketball,0.1546,0.8454,female,"Waco, TX 76798",www.baylor.edu
245,5468,Rhule,Matthew (Matt),2018-2019,Jan 2017 - Feb 2020,Baylor University,Football,,,male,"Waco, TX 76798",www.baylor.edu
246,5592,Rodriguez,Steve,2018-2019,Aug 2015 - ,Baylor University,Baseball,0.9961,0.0039,male,"Waco, TX 76798",www.baylor.edu
247,5874,Scrivano,Joey,2018-2019,Aug 2003 - ,Baylor University,Women's Tennis,0.8914,0.1086,male,"Waco, TX 76798",www.baylor.edu
248,4500,Mitchell,Jim,2018-2019,Aug 2018 - Sep 2019,Bellarmine University,Men's Lacrosse,0.9966,0.0034,male,"2001 Newburg Rd, Louisville, KY 40205-0671",www.bellarmine.edu
249,55,Alexander,Casey,2018-2019,May 2019 - ,Belmont University,Men's Basketball,0.575,0.425,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
250,163,Antun,Mauricio,2018-2019,Nov 2018 - ,Belmont University,Women's Tennis,0.9996,0.0004,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
251,164,Antun,Mauricio,2018-2019,Mar 2016 - ,Belmont University,Men's Tennis,0.9996,0.0004,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
252,652,Bradford,Lissa,2018-2019,Jul 2001 - Oct 2020,Belmont University,Women's Golf,0,1,female,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
253,732,Brooks,Bart,2018-2019,May 2017 - ,Belmont University,Women's Basketball,0.9997,0.0003,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
254,889,Byrd,Rick,2018-2019,Jun 1986 - May 2019,Belmont University,Men's Basketball,0.9982,0.0018,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
255,1308,Costa,David,2018-2019,Feb 2019 - ,Belmont University,Men's Soccer,0.9963,0.0037,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
256,2087,Flynn,Scott,2018-2019,Jul 2008 - ,Belmont University,Men's Golf,0.9964,0.0036,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
257,2486,Green,Bryan,2018-2019,Mar 2014 - Dec 2018,Belmont University,Men's Soccer,0.9951,0.0049,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
258,2719,Harrison,Katelyn,2018-2019,Mar 2019 - ,Belmont University,Women's Volleyball,0.0012,0.9988,female,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
259,2857,Henson,Heather,2018-2019,Mar 2011 - ,Belmont University,Women's Soccer,0.0027,0.9973,female,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
260,3051,Howell,Tony,2018-2019,Apr 2014 - Jan 2019,Belmont University,Women's Volleyball,0.9884,0.0116,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
261,3216,Jarvis,Dave,2018-2019,Jun 1997 - ,Belmont University,Baseball,0.9985,0.0015,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
262,3744,Langdon,Jeff,2018-2019,Feb 2013 - ,Belmont University,"Women's Track, Outdoor",0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
263,3745,Langdon,Jeff,2018-2019,Jun 1994 - ,Belmont University,Men's Cross Country,0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
264,3746,Langdon,Jeff,2018-2019,Jun 1994 - ,Belmont University,"Men's Track, Outdoor",0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
265,3747,Langdon,Jeff,2018-2019,Oct 2012 - ,Belmont University,Women's Cross Country,0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
266,3748,Langdon,Jeff,2018-2019,Jun 1994 - ,Belmont University,"Men's Track, Indoor",0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
267,3749,Langdon,Jeff,2018-2019,Feb 2013 - ,Belmont University,"Women's Track, Indoor",0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
268,3865,Levin,Brian,2018-2019,Sep 2016 - Jul 2019,Belmont University,Softball,0.9958,0.0042,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
269,6107,Smith,Megan Rhodes,2018-2019,Aug 2019 - Jul 2020,Belmont University,Softball,,,female,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
270,6217,Srouji,Mark,2018-2019,Mar 1999 - Nov 2018,Belmont University,Women's Tennis,0.9967,0.0033,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu
271,5783,Scanlan,Jim,2018-2019,Oct 2014 - ,Bemidji State University,Women's Ice Hockey,0.9966,0.0034,male,"1500 Birchmont Dr, Bemidji, MN 56601",https://www.bemidjistate.edu
272,5911,Serratore,Tom,2018-2019,Aug 2002 - ,Bemidji State University,Men's Ice Hockey,0.9969,0.0031,male,"1500 Birchmont Dr, Bemidji, MN 56601",https://www.bemidjistate.edu
273,6152,Soderquist,Ryan,2018-2019,Aug 2002 - ,Bentley University,Men's Ice Hockey,0.9768,0.0232,male,"175 Forest St, Waltham, MA 02452-4705",www.bentley.edu
274,511,Blair-Lewis,Vanessa,2018-2019,Aug 2008 - ,Bethune-Cookman University,Women's Basketball,0.0037,0.9963,female,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu
275,1278,Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,Women's Cross Country,0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu
276,1279,Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,"Men's Track, Outdoor",0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu
277,1280,Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,Men's Cross Country,0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu
278,1281,Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,"Men's Track, Indoor",0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu
279,1282,Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,"Women's Track, Outdoor",0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu
280,1283,Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,"Women's Track, Indoor",0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu
