,X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender,schoolAddress,websiteAddress
3983,1067,Chen,Grant,2018-2019,Jul 2018 - ,Southern Methodist University,Men's Tennis,0.998,0.002,male,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3984,1219,Collins,Steve,2018-2019,Aug 2003 - ,Southern Methodist University,Women's Swimming and Diving,0.9961,0.0039,male,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3985,1398,Cupini,Kimberly,2018-2019,Aug 2017 - ,Southern Methodist University,Women's Rowing,0.0049,0.9951,female,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3986,1789,Dykes,Sonny,2018-2019,Feb 2018 - ,Southern Methodist University,Football,0.963,0.037,male,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3987,1885,Enloe,Jason,2018-2019,Sep 2014 - Mar 2020,Southern Methodist University,Men's Golf,0.9948,0.0052,male,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3988,2580,Gyulai,Kati,2018-2019,Mar 2012 - Aug 2019,Southern Methodist University,Women's Tennis,0,1,female,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3989,2778,Haynes,'A Havahla,2018-2019,Jul 2019 - ,Southern Methodist University,"Women's Track, Indoor",,,female,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3990,2780,Haynes,'A Havahla,2018-2019,Jul 2019 - ,Southern Methodist University,Women's Cross Country,,,female,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3991,2781,Haynes,'A Havahla,2018-2019,Jul 2019 - ,Southern Methodist University,"Women's Track, Outdoor",,,female,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3992,3082,Hudson,Kevin,2018-2019,Feb 2015 - ,Southern Methodist University,Men's Soccer,0.9951,0.0049,male,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3993,3208,Jankovich,Tim,2018-2019,Aug 2016 - ,Southern Methodist University,Men's Basketball,0.9975,0.0025,male,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3994,4181,Mays,Travis,2018-2019,May 2016 - ,Southern Methodist University,Women's Basketball,0.993,0.007,male,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3995,4750,Nevolo,Jeffrey,2018-2019,Aug 2019 - ,Southern Methodist University,Women's Tennis,0.9962,0.0038,male,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3996,5125,Petrucelli,Chris,2018-2019,Jun 2012 - ,Southern Methodist University,Women's Soccer,0.8507,0.1493,male,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3997,5894,Seifert,Lisa,2018-2019,Aug 2003 - ,Southern Methodist University,Women's Volleyball,0.0027,0.9973,female,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3998,6019,Sinnott,Eddie,2018-2019,Aug 2003 - Jun 2019,Southern Methodist University,Men's Swimming and Diving,0.9532,0.0468,male,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
3999,6400,Sutherland,Jeanne,2018-2019,May 2011 - ,Southern Methodist University,Women's Golf,0.0022,0.9978,female,"6425 Boaz St, Dallas, TX 75275-0221",www.smu.edu
4000,1259,Conyers,Jeffrey,2018-2019,Aug 2003 - ,"Southern University, Baton Rouge",Women's Tennis,0.9962,0.0038,male,,
4001,1465,Darden,Charmaine,2018-2019,Dec 2014 - Jul 2020,"Southern University, Baton Rouge",Men's Cross Country,0.0013,0.9987,female,,
4002,1466,Darden,Charmaine,2018-2019,Dec 2014 - Jul 2020,"Southern University, Baton Rouge",Women's Cross Country,0.0013,0.9987,female,,
4003,2091,Fogg,Rosanne,2018-2019,Aug 2014 - ,"Southern University, Baton Rouge",Women's Bowling,0.0003,0.9997,female,,
4004,2097,Fontenot,Jeremy,2018-2019,Sep 2016 - ,"Southern University, Baton Rouge",Women's Soccer,0.9943,0.0057,male,,
4005,2191,Funchess,Carlos,2018-2019,Aug 2018 - ,"Southern University, Baton Rouge",Women's Basketball,0.9922,0.0078,male,,
4006,2255,Garris,John,2018-2019,Sep 2014 - ,"Southern University, Baton Rouge",Softball,0.9961,0.0039,male,,
4007,3190,Jackson,Kerrick,2018-2019,Aug 2017 - ,"Southern University, Baton Rouge",Baseball,1,0,male,,
4008,3202,Jacobs,Venessa,2018-2019,Feb 2013 - ,"Southern University, Baton Rouge",Women's Volleyball,0,1,female,,
4009,4880,Odums,Dawson,2018-2019,Feb 2013 - ,"Southern University, Baton Rouge",Football,0.985,0.015,male,,
4010,7039,White,Teremine,2018-2019,Nov 2014 - ,"Southern University, Baton Rouge","Men's Track, Outdoor",,,male,,
4011,7040,White,Teremine,2018-2019,Nov 2014 - ,"Southern University, Baton Rouge","Men's Track, Indoor",,,male,,
4012,7041,White,Teremine,2018-2019,Nov 2014 - ,"Southern University, Baton Rouge","Women's Track, Outdoor",,,male,,
4013,7042,White,Teremine,2018-2019,Nov 2014 - ,"Southern University, Baton Rouge","Women's Track, Indoor",,,male,,
4014,7202,Woods,Sean,2018-2019,Jun 2018 - ,"Southern University, Baton Rouge",Men's Basketball,0.9925,0.0075,male,,
4015,336,Bauman,Scott,2018-2019,Aug 2003 - ,Southern Utah University,Women's Gymnastics,0.9964,0.0036,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4016,748,Brown,Colin,2018-2019,Mar 2019 - Jul 2019,Southern Utah University,Men's Tennis,0.996,0.004,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4017,1097,Church,Richard,2018-2019,Aug 2007 - ,Southern Utah University,Women's Golf,0.9963,0.0037,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4018,1098,Church,Richard,2018-2019,Aug 2003 - ,Southern Utah University,Men's Golf,0.9963,0.0037,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4019,2533,Grossbaum,Raleigh,2018-2019,Aug 2019 - ,Southern Utah University,Men's Tennis,0.8003,0.1997,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4020,2603,Hall,Kortny,2018-2019,Aug 2018 - Aug 2019,Southern Utah University,Softball,0,1,female,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4021,3018,Houle,Eric,2018-2019,Aug 2003 - ,Southern Utah University,Women's Cross Country,0.9947,0.0053,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4022,3019,Houle,Eric,2018-2019,Aug 2003 - ,Southern Utah University,"Women's Track, Indoor",0.9947,0.0053,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4023,3020,Houle,Eric,2018-2019,Aug 2003 - ,Southern Utah University,"Women's Track, Outdoor",0.9947,0.0053,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4024,3021,Houle,Eric,2018-2019,Aug 2003 - ,Southern Utah University,"Men's Track, Indoor",0.9947,0.0053,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4025,3022,Houle,Eric,2018-2019,Aug 2003 - ,Southern Utah University,"Men's Track, Outdoor",0.9947,0.0053,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4026,3023,Houle,Eric,2018-2019,Aug 2003 - ,Southern Utah University,Men's Cross Country,0.9947,0.0053,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4027,3055,Hoyer,Peter,2018-2019,Apr 2018 - ,Southern Utah University,Women's Volleyball,0.9966,0.0034,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4028,3509,Ketmayura,Rose,2018-2019,Jul 2016 - Oct 2018,Southern Utah University,Women's Tennis,0.0042,0.9958,female,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4029,4632,Mucci,Mike,2018-2019,Aug 2019 - ,Southern Utah University,Women's Tennis,0.9966,0.0034,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4030,5095,Pervez Pucher,Sadhaf,2018-2019,Jul 2016 - Mar 2019,Southern Utah University,Men's Tennis,,,female,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4031,5729,Sanders,Tracy,2018-2019,May 2018 - ,Southern Utah University,Women's Basketball,0.183,0.817,female,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4032,6010,Simon,Todd,2018-2019,Apr 2016 - ,Southern Utah University,Men's Basketball,0.996,0.004,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4033,6533,Thompson,Fred,2018-2019,Nov 2016 - Jan 2020,Southern Utah University,Women's Soccer,0.9952,0.0048,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4034,6828,Walker III,Monroe,2018-2019,Feb 2019 - Jun 2019,Southern Utah University,Women's Tennis,0.8943,0.1057,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4035,6892,Warren,Demario,2018-2019,Feb 2016 - ,Southern Utah University,Football,0.9968,0.0032,male,"351 West University Blvd, Cedar City, UT 84720",https://www.suu.edu/
4036,327,Bates,Mike,2018-2019,Oct 1995 - ,St. Bonaventure University,Men's Tennis,0.9966,0.0034,male,,
4037,328,Bates,Mike,2018-2019,Oct 1995 - ,St. Bonaventure University,Women's Tennis,0.9966,0.0034,male,,
4038,686,Brdarski,Svetozer,2018-2019,Mar 2013 - ,St. Bonaventure University,Women's Soccer,,,male,,
4039,2053,Fleming,Jesse,2018-2019,Jun 2016 - ,St. Bonaventure University,Women's Basketball,0.969,0.031,male,,
4040,4015,Macfarlane,Bob,2018-2019,Jun 2010 - ,St. Bonaventure University,"Men's Track, Outdoor",0.9969,0.0031,male,,
4041,4016,Macfarlane,Bob,2018-2019,Jun 2010 - ,St. Bonaventure University,Women's Cross Country,0.9969,0.0031,male,,
4042,4017,Macfarlane,Bob,2018-2019,Jun 2010 - ,St. Bonaventure University,"Women's Track, Outdoor",0.9969,0.0031,male,,
4043,4018,Macfarlane,Bob,2018-2019,Jun 2010 - ,St. Bonaventure University,Men's Cross Country,0.9969,0.0031,male,,
4044,4349,Mearns,Randy,2018-2019,Sep 2018 - ,St. Bonaventure University,Men's Lacrosse,0.9841,0.0159,male,,
4045,4783,Nitardy,Skip,2018-2019,Oct 2018 - ,St. Bonaventure University,Men's Swimming and Diving,1,0,male,,
4046,4784,Nitardy,Skip,2018-2019,Oct 2018 - ,St. Bonaventure University,Women's Swimming and Diving,1,0,male,,
4047,4881,Oduro,Kwame,2018-2019,Feb 2015 - ,St. Bonaventure University,Men's Soccer,0.9882,0.0118,male,,
4048,5639,Rosiek,Chelsea,2018-2019,Feb 2016 - Aug 2019,St. Bonaventure University,Women's Lacrosse,0.0024,0.9976,female,,
4049,5813,Schmidt,Mark,2018-2019,May 2007 - ,St. Bonaventure University,Men's Basketball,0.9967,0.0033,male,,
4050,6376,Sudbrook,Larry,2018-2019,Aug 1985 - ,St. Bonaventure University,Baseball,0.9954,0.0046,male,,
4051,6406,Swanson,Ryan,2018-2019,Feb 2016 - ,St. Bonaventure University,Men's Golf,0.9768,0.0232,male,,
4052,6557,Threehouse,Mike,2018-2019,Feb 1997 - ,St. Bonaventure University,Softball,0.9966,0.0034,male,,
4053,3775,Larson,Brett,2018-2019,May 2018 - ,St. Cloud State University,Men's Ice Hockey,0.9786,0.0214,male,,
4054,4004,MacDonald,Steve,2018-2019,Jul 2019 - ,St. Cloud State University,Women's Ice Hockey,0.9961,0.0039,male,,
4055,5678,Rud,Eric,2018-2019,Jul 2014 - Jun 2019,St. Cloud State University,Women's Ice Hockey,0.9947,0.0053,male,,
4056,659,Braica,Glenn,2018-2019,May 2010 - ,St. Francis College Brooklyn,Men's Basketball,0.9933,0.0067,male,,
4057,776,Browne,Alicia,2018-2019,Sep 2014 - ,St. Francis College Brooklyn,Women's Tennis,0.0031,0.9969,female,,
4058,832,Burgess,Alana,2018-2019,Aug 2019 - ,St. Francis College Brooklyn,Women's Water Polo,0.0006,0.9994,female,,
4059,971,Carney,Michael,2018-2019,Aug 2019 - ,St. Francis College Brooklyn,Women's Golf,0.9947,0.0053,male,,
4060,972,Carney,Michael,2018-2019,Oct 2017 - ,St. Francis College Brooklyn,Men's Golf,0.9947,0.0053,male,,
4061,1111,Cimino,Linda,2018-2019,Jun 2018 - ,St. Francis College Brooklyn,Women's Basketball,0.0024,0.9976,female,,
4062,1487,Davis,Chad,2018-2019,Aug 2017 - ,St. Francis College Brooklyn,Men's Tennis,0.9954,0.0046,male,,
4063,1639,Dimitrov,Bora,2018-2019,Sep 2017 - ,St. Francis College Brooklyn,Men's Water Polo,0.8144,0.1856,male,,
4064,2369,Giovatto,Tom,2018-2019,Aug 2007 - ,St. Francis College Brooklyn,Men's Soccer,0.9969,0.0031,male,,
4065,2554,Gugliaro,Dawn,2018-2019,Aug 2007 - ,St. Francis College Brooklyn,Women's Bowling,0.0033,0.9967,female,,
4066,2556,Guidera,Brian,2018-2019,Aug 2007 - ,St. Francis College Brooklyn,Women's Swimming and Diving,0.9958,0.0042,male,,
4067,2557,Guidera,Brian,2018-2019,Dec 2014 - ,St. Francis College Brooklyn,Men's Swimming and Diving,0.9958,0.0042,male,,
4068,3121,Husak,Megan,2018-2019,Dec 2010 - Nov 2018,St. Francis College Brooklyn,Women's Water Polo,0.0024,0.9976,female,,
4069,4144,Martinez,Amable,2018-2019,Mar 2019 - ,St. Francis College Brooklyn,Women's Volleyball,,,male,,
4070,4459,Mills,Christopher,2018-2019,Aug 2016 - ,St. Francis College Brooklyn,Women's Cross Country,0.995,0.005,male,,
4071,4460,Mills,Christopher,2018-2019,Aug 2016 - ,St. Francis College Brooklyn,"Men's Track, Outdoor",0.995,0.005,male,,
4072,4461,Mills,Christopher,2018-2019,Aug 2016 - ,St. Francis College Brooklyn,"Women's Track, Indoor",0.995,0.005,male,,
4073,4462,Mills,Christopher,2018-2019,Aug 2016 - ,St. Francis College Brooklyn,"Women's Track, Outdoor",0.995,0.005,male,,
4074,4463,Mills,Christopher,2018-2019,Aug 2016 - ,St. Francis College Brooklyn,Men's Cross Country,0.995,0.005,male,,
4075,4464,Mills,Christopher,2018-2019,Aug 2016 - ,St. Francis College Brooklyn,"Men's Track, Indoor",0.995,0.005,male,,
4076,4716,Nash,Raymond,2018-2019,Sep 2016 - Aug 2019,St. Francis College Brooklyn,Women's Golf,0.9952,0.0048,male,,
4077,5686,Rummel,Abigail,2018-2019,Sep 2014 - Mar 2019,St. Francis College Brooklyn,Women's Volleyball,0.0018,0.9982,female,,
4078,141,Anderson,Mike,2018-2019,May 2019 - ,St. John's University (New York),Men's Basketball,0.9966,0.0034,male,,
4079,493,Bishop,Ambry,2018-2019,Oct 2004 - ,St. John's University (New York),Women's Golf,0,1,female,,
4080,526,Blankmeyer,Ed,2018-2019,Mar 1996 - Feb 2020,St. John's University (New York),Baseball,0.9995,0.0005,male,,
4081,2221,Galletta,Malcolm,2018-2019,Mar 2015 - ,St. John's University (New York),Men's Golf,0.9982,0.0018,male,,
4082,2295,Gelman,Yury,2018-2019,Nov 1995 - ,St. John's University (New York),Women's Fencing,0.0779,0.9221,female,,
4083,2296,Gelman,Yury,2018-2019,Nov 1995 - ,St. John's University (New York),Men's Fencing,0.0779,0.9221,female,,
4084,2552,Guerriero,Robert,2018-2019,Oct 2018 - ,St. John's University (New York),Softball,0.9959,0.0041,male,,
4085,3117,Hurt,James,2018-2019,Sep 1988 - ,St. John's University (New York),"Women's Track, Outdoor",0.9956,0.0044,male,,
4086,3118,Hurt,James,2018-2019,Sep 1988 - ,St. John's University (New York),Women's Cross Country,0.9956,0.0044,male,,
4087,3119,Hurt,James,2018-2019,Sep 1988 - ,St. John's University (New York),"Women's Track, Indoor",0.9956,0.0044,male,,
4088,3687,Kvilhaug,Amy,2018-2019,Sep 2006 - Oct 2018,St. John's University (New York),Softball,0.0026,0.9974,female,,
4089,3853,Leo,Lauren,2018-2019,Sep 2015 - ,St. John's University (New York),Women's Tennis,0.0093,0.9907,female,,
4090,4154,Masur,David,2018-2019,Aug 1995 - ,St. John's University (New York),Men's Soccer,0.9963,0.0037,male,,
4091,4437,Miller,Jason,2018-2019,Oct 2006 - ,St. John's University (New York),Men's Lacrosse,0.9948,0.0052,male,,
4092,4646,Mullin,Christopher,2018-2019,May 2015 - May 2019,St. John's University (New York),Men's Basketball,0.995,0.005,male,,
4093,5093,Persico,Joanne,2018-2019,Mar 1994 - ,St. John's University (New York),Women's Volleyball,0.0023,0.9977,female,,
4094,5263,Pottish,Dillon,2018-2019,Sep 2018 - ,St. John's University (New York),Men's Tennis,0.9916,0.0084,male,,
4095,5852,Schwartz,Craig,2018-2019,Jan 2018 - Sep 2018,St. John's University (New York),Men's Tennis,0.9964,0.0036,male,,
4096,6330,Stone,Ian,2018-2019,Mar 1994 - ,St. John's University (New York),Women's Soccer,0.9962,0.0038,male,,
4097,6455,Tartamella,Joseph,2018-2019,May 2012 - ,St. John's University (New York),Women's Basketball,0.9958,0.0042,male,,
4098,691,Brekke,Brent,2018-2019,Jun 2019 - ,St. Lawrence University,Men's Ice Hockey,0.9956,0.0044,male,,
4099,4598,Morris,Mark,2018-2019,Jun 2016 - May 2019,St. Lawrence University,Men's Ice Hockey,0.9967,0.0033,male,,
4100,6982,Wells,Robert Christopher,2018-2019,Sep 2008 - ,St. Lawrence University,Women's Ice Hockey,,,male,,
4101,87,Allister,Jessica,2018-2019,Aug 2017 - ,Stanford University,Softball,0.0032,0.9968,female,"Stanford, CA 94305",www.stanford.edu/
4102,569,Bokker,Amy,2018-2019,Aug 2008 - Jul 2019,Stanford University,Women's Lacrosse,0.0026,0.9974,female,"Stanford, CA 94305",www.stanford.edu/
4103,605,Borrelli,Jason,2018-2019,Sep 2008 - ,Stanford University,Men's Wrestling,0.9948,0.0052,male,"Stanford, CA 94305",www.stanford.edu/
4104,897,Byrnes,Derek,2018-2019,Sep 2016 - ,Stanford University,Women's Rowing,0.9956,0.0044,male,"Stanford, CA 94305",www.stanford.edu/
4105,1460,Danielson,Tara,2018-2019,Sep 2010 - ,Stanford University,Field Hockey,0.003,0.997,female,"Stanford, CA 94305",www.stanford.edu/
4106,1918,Esquer,David,2018-2019,Jul 2017 - ,Stanford University,Baseball,0.9963,0.0037,male,"Stanford, CA 94305",www.stanford.edu/
4107,2111,Forood,Lele,2018-2019,Oct 2000 - ,Stanford University,Women's Tennis,,,female,"Stanford, CA 94305",www.stanford.edu/
4108,2190,Fuller,Andrew,2018-2019,Oct 2016 - ,Stanford University,Women's Beach Volleyball,0.996,0.004,male,"Stanford, CA 94305",www.stanford.edu/
4109,2385,Glielmi,Thom,2018-2019,Oct 2001 - ,Stanford University,Men's Gymnastics,1,0,male,"Stanford, CA 94305",www.stanford.edu/
4110,2405,Goldstein,Paul,2018-2019,Sep 2014 - ,Stanford University,Men's Tennis,0.996,0.004,male,"Stanford, CA 94305",www.stanford.edu/
4111,2571,Gunn,Jeremy,2018-2019,Apr 2012 - ,Stanford University,Men's Soccer,0.9943,0.0057,male,"Stanford, CA 94305",www.stanford.edu/
4112,2583,Haase,Jerod,2018-2019,May 2016 - ,Stanford University,Men's Basketball,1,0,male,"Stanford, CA 94305",www.stanford.edu/
4113,2620,Hambly,Kevin,2018-2019,Mar 2017 - ,Stanford University,Women's Volleyball,0.9951,0.0049,male,"Stanford, CA 94305",www.stanford.edu/
4114,3580,Knapp,Ted,2018-2019,Aug 2012 - May 2019,Stanford University,Men's Swimming and Diving,0.9978,0.0022,male,"Stanford, CA 94305",www.stanford.edu/
4115,3612,Kosty,John,2018-2019,Jun 2006 - ,Stanford University,Men's Volleyball,0.9961,0.0039,male,"Stanford, CA 94305",www.stanford.edu/
4116,4361,Meehan,Greg,2018-2019,Aug 2012 - ,Stanford University,Women's Swimming and Diving,0.998,0.002,male,"Stanford, CA 94305",www.stanford.edu/
4117,4474,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019,Stanford University,Men's Cross Country,0.995,0.005,male,"Stanford, CA 94305",www.stanford.edu/
4118,4475,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019,Stanford University,"Men's Track, Indoor",0.995,0.005,male,"Stanford, CA 94305",www.stanford.edu/
4119,4476,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019,Stanford University,Women's Cross Country,0.995,0.005,male,"Stanford, CA 94305",www.stanford.edu/
4120,4477,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019,Stanford University,"Men's Track, Outdoor",0.995,0.005,male,"Stanford, CA 94305",www.stanford.edu/
4121,4478,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019,Stanford University,"Women's Track, Outdoor",0.995,0.005,male,"Stanford, CA 94305",www.stanford.edu/
4122,4479,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019,Stanford University,"Women's Track, Indoor",0.995,0.005,male,"Stanford, CA 94305",www.stanford.edu/
4123,5250,Posthumus,Lisa,2018-2019,Jul 1993 - ,Stanford University,Women's Fencing,0.0027,0.9973,female,"Stanford, CA 94305",www.stanford.edu/
4124,5251,Posthumus,Lisa,2018-2019,Oct 1999 - ,Stanford University,Men's Fencing,0.0027,0.9973,female,"Stanford, CA 94305",www.stanford.edu/
4125,5368,Ratcliffe,Paul,2018-2019,Mar 2003 - ,Stanford University,Women's Soccer,0.996,0.004,male,"Stanford, CA 94305",www.stanford.edu/
4126,5370,Ray,Conrad,2018-2019,Aug 2004 - ,Stanford University,Men's Golf,0.9998,0.0002,male,"Stanford, CA 94305",www.stanford.edu/
4127,5795,Schemmel,Daniel,2018-2019,Jun 2019 - ,Stanford University,Men's Swimming and Diving,0.9954,0.0046,male,"Stanford, CA 94305",www.stanford.edu/
4128,5936,Shaw,David,2018-2019,Feb 2011 - ,Stanford University,Football,0.9963,0.0037,male,"Stanford, CA 94305",www.stanford.edu/
4129,6193,Spencer,Danielle,2018-2019,Jul 2019 - ,Stanford University,Women's Lacrosse,0.0049,0.9951,female,"Stanford, CA 94305",www.stanford.edu/
4130,6451,Tanner,John,2018-2019,Sep 1997 - ,Stanford University,Women's Water Polo,0.9961,0.0039,male,"Stanford, CA 94305",www.stanford.edu/
4131,6730,VanDerveer,Tara,2018-2019,Jun 1985 - ,Stanford University,Women's Basketball,0.003,0.997,female,"Stanford, CA 94305",www.stanford.edu/
4132,6750,Vargas,John,2018-2019,Dec 2002 - ,Stanford University,Men's Water Polo,0.9961,0.0039,male,"Stanford, CA 94305",www.stanford.edu/
4133,6830,Walker,Anne,2018-2019,Aug 2012 - ,Stanford University,Women's Golf,0.0025,0.9975,female,"Stanford, CA 94305",www.stanford.edu/
4134,7248,Yim,Tabitha,2018-2019,Sep 2017 - ,Stanford University,Women's Gymnastics,0.0025,0.9975,female,"Stanford, CA 94305",www.stanford.edu/
4135,954,Cardenas,Johnny,2018-2019,Sep 2008 - ,Stephen F. Austin State University,Baseball,0.9894,0.0106,male,,
4136,995,Carthel,Colby,2018-2019,Jan 2019 - ,Stephen F. Austin State University,Football,0.9257,0.0743,male,,
4137,1254,Conque,Clint,2018-2019,Jan 2014 - Sep 2018,Stephen F. Austin State University,Football,0.9981,0.0019,male,,
4138,1351,Crittenden,Wally,2018-2019,Feb 2013 - Mar 2020,Stephen F. Austin State University,Women's Soccer,0.9673,0.0327,male,,
4139,1632,Dickson,Nicole,2018-2019,Sep 2016 - ,Stephen F. Austin State University,Softball,0.0032,0.9968,female,,
4140,3101,Humphreys,Debora,2018-2019,Oct 1988 - ,Stephen F. Austin State University,Women's Volleyball,0.0009,0.9991,female,,
4141,3446,Keller,Kyle,2018-2019,May 2016 - ,Stephen F. Austin State University,Men's Basketball,0.9813,0.0187,male,,
4142,3451,Kellogg,Mark,2018-2019,Jul 2015 - ,Stephen F. Austin State University,Women's Basketball,0.9967,0.0033,male,,
4143,3850,Lemke,Amber,2018-2019,Sep 2011 - ,Stephen F. Austin State University,Women's Bowling,0.0025,0.9975,female,,
4144,4321,McLaughlin,Jon,2018-2019,Aug 2015 - Sep 2018,Stephen F. Austin State University,Women's Tennis,0.9921,0.0079,male,,
4145,4916,Olson,Phil,2018-2019,Feb 2003 - ,Stephen F. Austin State University,"Men's Track, Indoor",0.9976,0.0024,male,,
4146,4917,Olson,Phil,2018-2019,Feb 2003 - ,Stephen F. Austin State University,"Men's Track, Outdoor",0.9976,0.0024,male,,
4147,4918,Olson,Phil,2018-2019,Feb 2003 - ,Stephen F. Austin State University,Men's Cross Country,0.9976,0.0024,male,,
4148,4919,Olson,Phil,2018-2019,Feb 2003 - ,Stephen F. Austin State University,Women's Cross Country,0.9976,0.0024,male,,
4149,4920,Olson,Phil,2018-2019,Feb 2003 - ,Stephen F. Austin State University,"Women's Track, Outdoor",0.9976,0.0024,male,,
4150,4921,Olson,Phil,2018-2019,Feb 2003 - ,Stephen F. Austin State University,"Women's Track, Indoor",0.9976,0.0024,male,,
4151,5838,Schroeder,Trey,2018-2019,Sep 2009 - ,Stephen F. Austin State University,Women's Golf,0.997,0.003,male,,
4152,5839,Schroeder,Trey,2018-2019,Aug 2006 - ,Stephen F. Austin State University,Men's Golf,0.997,0.003,male,,
4153,5870,Scott,Erin,2018-2019,Sep 2018 - ,Stephen F. Austin State University,Women's Tennis,0.0267,0.9733,female,,
4154,434,Bergmann,Chris,2018-2019,Feb 2019 - ,Stetson University,Women's Soccer,0.8507,0.1493,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4155,709,Bria,Lynn,2018-2019,Jun 2008 - ,Stetson University,Women's Basketball,0.187,0.813,female,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4156,1579,Deng,Yang,2018-2019,Apr 2017 - ,Stetson University,Women's Volleyball,0.8281,0.1719,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4157,2511,Griffin,Frank,2018-2019,Apr 1998 - ,Stetson University,Softball,0.9953,0.0047,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4158,2694,Harmon,Bryan,2018-2019,Jun 2016 - ,Stetson University,Men's Cross Country,0.9951,0.0049,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4159,2695,Harmon,Bryan,2018-2019,Jun 2016 - ,Stetson University,Women's Cross Country,0.9951,0.0049,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4160,2880,Hernandez,Kristina,2018-2019,May 2014 - ,Stetson University,Women's Beach Volleyball,0.0025,0.9975,female,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4161,3091,Hughes,Roger,2018-2019,Jul 2011 - ,Stetson University,Football,0.9962,0.0038,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4162,3198,Jackson-Shelburne,Danielle,2018-2019,Oct 2016 - ,Stetson University,Women's Golf,0.0049,0.9951,female,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4163,3331,Jones,Donnie,2018-2019,May 2019 - ,Stetson University,Men's Basketball,0.9273,0.0727,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4164,3512,Khettry,Manoj,2018-2019,May 2013 - Feb 2019,Stetson University,Women's Soccer,1,0,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4165,3806,Leach,Christy,2018-2019,Aug 2014 - ,Stetson University,Women's Lacrosse,0.0128,0.9872,female,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4166,4720,Neagu,Cristian,2018-2019,Feb 2018 - May 2020,Stetson University,Men's Soccer,0.9793,0.0207,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4167,4789,Noblet,Christophe,2018-2019,Aug 2015 - ,Stetson University,Men's Tennis,1,0,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
