lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender,schoolAddress,websiteAddress,Latitude,Longitude
Patchell,Jim,2018-2019,Sep 2011 - ,Arkansas State University,"Men's Track, Outdoor",0.9966,0.0034,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/,35.84238,-90.6801
Patchell,Jim,2018-2019,Sep 2011 - ,Arkansas State University,"Women's Track, Outdoor",0.9966,0.0034,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/,35.84238,-90.6801
Patchell,Jim,2018-2019,Sep 2011 - ,Arkansas State University,"Women's Track, Indoor",0.9966,0.0034,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/,35.84238,-90.6801
Patchell,Jim,2018-2019,Aug 2019 - ,Arkansas State University,Men's Cross Country,0.9966,0.0034,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/,35.84238,-90.6801
Raffo,Tommy,2018-2019,Aug 2008 - ,Arkansas State University,Baseball,0.9862,0.0138,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/,35.84238,-90.6801
Restrepo,Santiago,2018-2019,May 2019 - ,Arkansas State University,Women's Volleyball,0.9983,0.0017,male,"2105 E. Aggie Road, Jonesboro, AR 72401",www.astate.edu/,35.84238,-90.6801
Clinard,Nick,2018-2019,Aug 2009 - ,Auburn University,Men's Golf,0.998,0.002,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Dean,Michael,2018-2019,Oct 2017 - ,Auburn University,Softball,0.9947,0.0053,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Flournoy-Williams,Terri,2018-2019,May 2012 - ,Auburn University,Women's Basketball,0.0059,0.9941,female,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Graba,Jeff,2018-2019,Sep 2010 - ,Auburn University,Women's Gymnastics,0.9977,0.0023,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Hoppa,Karen,2018-2019,May 1999 - ,Auburn University,Women's Soccer,0.0026,0.9974,female,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Lilley,Caroline,2018-2019,Aug 2019 - ,Auburn University,Women's Tennis,0.0015,0.9985,female,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Luellen,Melissa,2018-2019,Aug 2015 - ,Auburn University,Women's Golf,0.0031,0.9969,female,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Malzahn,Gus,2018-2019,Jan 2013 - Feb 2021,Auburn University,Football,1,0,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Nold,Rick,2018-2019,Apr 2011 - Feb 2020,Auburn University,Women's Volleyball,0.9982,0.0018,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Pearl,Bruce,2018-2019,Apr 2014 - ,Auburn University,Men's Basketball,0.9965,0.0035,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Reynolds,Bobby,2018-2019,Jul 2016 - ,Auburn University,Men's Tennis,0.9724,0.0276,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Spry,Ralph,2018-2019,Oct 1997 - ,Auburn University,"Women's Track, Indoor",0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Spry,Ralph,2018-2019,Oct 1997 - ,Auburn University,"Men's Track, Outdoor",0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Spry,Ralph,2018-2019,Oct 1997 - ,Auburn University,"Women's Track, Outdoor",0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Spry,Ralph,2018-2019,Sep 2017 - ,Auburn University,Men's Cross Country,0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Spry,Ralph,2018-2019,Oct 1997 - ,Auburn University,"Men's Track, Indoor",0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Spry,Ralph,2018-2019,Sep 2017 - ,Auburn University,Women's Cross Country,0.9958,0.0042,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Taylor,Gary,2018-2019,Jun 2018 - ,Auburn University,Men's Swimming and Diving,0.9962,0.0038,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Taylor,Gary,2018-2019,Jun 2018 - ,Auburn University,Women's Swimming and Diving,0.9962,0.0038,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Thompson,Butch,2018-2019,Nov 2015 - ,Auburn University,Baseball,1,0,male,"Auburn, AL 36849",www.auburn.edu,32.60414,-85.48188
Hegg,Caroline,2018-2019,Feb 2015 - ,Augusta University,Women's Golf,0.0015,0.9985,female,"1120 15th St, Augusta, GA 30912",www.augusta.edu,48.33527,10.89905
O'Keefe,Jack,2018-2019,Jan 2014 - ,Augusta University,Men's Golf,0.9969,0.0031,male,"1120 15th St, Augusta, GA 30912",www.augusta.edu,48.33527,10.89905
Brown,Ross,2018-2019,Sep 2012 - ,Austin Peay State University,Women's Tennis,0.9955,0.0045,male,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Brown,Ross,2018-2019,Sep 2012 - ,Austin Peay State University,Men's Tennis,0.9955,0.0045,male,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Brown,Valerie,2018-2019,Jul 2019 - ,Austin Peay State University,"Women's Track, Indoor",0.0027,0.9973,female,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Brown,Valerie,2018-2019,Jul 2019 - ,Austin Peay State University,"Women's Track, Outdoor",0.0027,0.9973,female,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Brown,Valerie,2018-2019,Jul 2019 - ,Austin Peay State University,Men's Cross Country,0.0027,0.9973,female,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Brown,Valerie,2018-2019,Jul 2019 - ,Austin Peay State University,Women's Cross Country,0.0027,0.9973,female,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Figger,Matt,2018-2019,May 2017 - ,Austin Peay State University,Men's Basketball,0.9997,0.0003,male,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Hudspeth,Mark,2018-2019,Jan 2019 - Sep 2020,Austin Peay State University,Football,0.9967,0.0033,male,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Janssen,Travis,2018-2019,Oct 2015 - ,Austin Peay State University,Baseball,0.993,0.007,male,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Kolarova,Naomi,2018-2019,Jan 2018 - ,Austin Peay State University,Women's Soccer,0.0017,0.9983,female,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Midlick,David,2018-2019,May 2015 - Apr 2021,Austin Peay State University,Women's Basketball,0.9963,0.0037,male,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Mott,Taylor,2018-2019,Apr 2012 - ,Austin Peay State University,Women's Volleyball,0.2457,0.7543,female,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Mott,Taylor,2018-2019,Apr 2016 - ,Austin Peay State University,Women's Beach Volleyball,0.2457,0.7543,female,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Wilson,Robbie,2018-2019,Dec 2014 - ,Austin Peay State University,Men's Golf,0.544,0.456,male,"601 College St, Clarksville, TN 37044",www.apsu.edu,36.53326,-87.35407
Agnew,J.,2018-2019,Sep 2018 - ,Ball State University,Men's Swimming and Diving,,,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Agnew,J.,2018-2019,Sep 2018 - ,Ball State University,Women's Swimming and Diving,,,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Bartlett,Megan C.,2018-2019,Aug 2015 - ,Ball State University,Softball,,,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Bernthal,Stephanie,2018-2019,Apr 2018 - ,Ball State University,Field Hockey,0.0034,0.9966,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Etelman,Brian,2018-2019,Aug 2015 - ,Ball State University,"Women's Track, Indoor",0.9958,0.0042,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Etelman,Brian,2018-2019,Aug 2015 - ,Ball State University,"Women's Track, Outdoor",0.9958,0.0042,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Etelman,Brian,2018-2019,Aug 2015 - ,Ball State University,Women's Cross Country,0.9958,0.0042,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Fleck,Mike,2018-2019,Sep 1998 - ,Ball State University,Men's Golf,0.9966,0.0034,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Maloney,Rich,2018-2019,Aug 2012 - ,Ball State University,Baseball,1,0,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Miller,Kelli,2018-2019,Jun 2016 - ,Ball State University,Women's Volleyball,0.0038,0.9962,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Mowat,Katherine,2018-2019,Sep 2004 - ,Ball State University,Women's Golf,0.0028,0.9972,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Neu,Mike,2018-2019,Feb 2016 - ,Ball State University,Football,0.9966,0.0034,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Norris,Max,2018-2019,Jan 2014 - ,Ball State University,Women's Tennis,0.9961,0.0039,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Richards,Bill,2018-2019,Oct 1972 - ,Ball State University,Men's Tennis,0.9971,0.0029,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Rife,Josh,2018-2019,Aug 2019 - ,Ball State University,Women's Soccer,1,0,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Saleem,Joanna,2018-2019,May 2013 - ,Ball State University,Women's Gymnastics,0.0031,0.9969,female,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Sallee,Brady,2018-2019,Jul 2012 - ,Ball State University,Women's Basketball,0.9792,0.0208,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Walton,Joel,2018-2019,Aug 1998 - ,Ball State University,Men's Volleyball,0.9899,0.0101,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Whitford,James,2018-2019,May 2013 - ,Ball State University,Men's Basketball,0.9956,0.0044,male,"2000 University Ave, Muncie, IN 47306",www.bsu.edu,40.1983300000001,-85.40894
Boland,Brian,2018-2019,Jul 2018 - Sep 2020,Baylor University,Men's Tennis,0.9958,0.0042,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Drew,Scott,2018-2019,Aug 2003 - ,Baylor University,Men's Basketball,0.9964,0.0036,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Goble,Jay,2018-2019,Jun 2012 - ,Baylor University,Women's Golf,0.9875,0.0125,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Harbour,Todd,2018-2019,Aug 2003 - ,Baylor University,Men's Cross Country,0.996,0.004,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Harbour,Todd,2018-2019,Aug 2003 - ,Baylor University,Women's Cross Country,0.996,0.004,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Harbour,Todd,2018-2019,Aug 2005 - ,Baylor University,"Men's Track, Outdoor",0.996,0.004,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Harbour,Todd,2018-2019,Jul 2005 - ,Baylor University,"Women's Track, Indoor",0.996,0.004,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Harbour,Todd,2018-2019,Aug 2005 - ,Baylor University,"Men's Track, Indoor",0.996,0.004,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Harbour,Todd,2018-2019,Jul 2005 - ,Baylor University,"Women's Track, Outdoor",0.996,0.004,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Jobson,Paul,2018-2019,Aug 2014 - ,Baylor University,Women's Soccer,0.996,0.004,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
McGraw,Mike,2018-2019,Sep 2014 - ,Baylor University,Men's Golf,0.9966,0.0034,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
McGuyre,Ryan,2018-2019,Jan 2015 - ,Baylor University,Women's Volleyball,0.9768,0.0232,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Moore,Glenn,2018-2019,Aug 2003 - ,Baylor University,Softball,0.9933,0.0067,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Mulkey,Kim,2018-2019,Aug 2003 - ,Baylor University,Women's Basketball,0.1546,0.8454,female,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Rhule,Matthew (Matt),2018-2019,Jan 2017 - Feb 2020,Baylor University,Football,,,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Rodriguez,Steve,2018-2019,Aug 2015 - ,Baylor University,Baseball,0.9961,0.0039,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Scrivano,Joey,2018-2019,Aug 2003 - ,Baylor University,Women's Tennis,0.8914,0.1086,male,"Waco, TX 76798",www.baylor.edu,31.5511700000001,-97.11537
Mitchell,Jim,2018-2019,Aug 2018 - Sep 2019,Bellarmine University,Men's Lacrosse,0.9966,0.0034,male,"2001 Newburg Rd, Louisville, KY 40205-0671",www.bellarmine.edu,38.2176000000001,-85.70773
Alexander,Casey,2018-2019,May 2019 - ,Belmont University,Men's Basketball,0.575,0.425,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Antun,Mauricio,2018-2019,Nov 2018 - ,Belmont University,Women's Tennis,0.9996,0.0004,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Antun,Mauricio,2018-2019,Mar 2016 - ,Belmont University,Men's Tennis,0.9996,0.0004,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Bradford,Lissa,2018-2019,Jul 2001 - Oct 2020,Belmont University,Women's Golf,0,1,female,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Brooks,Bart,2018-2019,May 2017 - ,Belmont University,Women's Basketball,0.9997,0.0003,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Costa,David,2018-2019,Feb 2019 - ,Belmont University,Men's Soccer,0.9963,0.0037,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Flynn,Scott,2018-2019,Jul 2008 - ,Belmont University,Men's Golf,0.9964,0.0036,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Harrison,Katelyn,2018-2019,Mar 2019 - ,Belmont University,Women's Volleyball,0.0012,0.9988,female,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Henson,Heather,2018-2019,Mar 2011 - ,Belmont University,Women's Soccer,0.0027,0.9973,female,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Jarvis,Dave,2018-2019,Jun 1997 - ,Belmont University,Baseball,0.9985,0.0015,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Langdon,Jeff,2018-2019,Feb 2013 - ,Belmont University,"Women's Track, Outdoor",0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Langdon,Jeff,2018-2019,Jun 1994 - ,Belmont University,Men's Cross Country,0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Langdon,Jeff,2018-2019,Jun 1994 - ,Belmont University,"Men's Track, Outdoor",0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Langdon,Jeff,2018-2019,Oct 2012 - ,Belmont University,Women's Cross Country,0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Langdon,Jeff,2018-2019,Jun 1994 - ,Belmont University,"Men's Track, Indoor",0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Langdon,Jeff,2018-2019,Feb 2013 - ,Belmont University,"Women's Track, Indoor",0.9977,0.0023,male,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Smith,Megan Rhodes,2018-2019,Aug 2019 - Jul 2020,Belmont University,Softball,,,female,"1900 Belmont Blvd, Nashville, TN 37212-3757",www.belmont.edu,36.1339600000001,-86.7952799999999
Scanlan,Jim,2018-2019,Oct 2014 - ,Bemidji State University,Women's Ice Hockey,0.9966,0.0034,male,"1500 Birchmont Dr, Bemidji, MN 56601",https://www.bemidjistate.edu,47.4836900000001,-94.87495
Serratore,Tom,2018-2019,Aug 2002 - ,Bemidji State University,Men's Ice Hockey,0.9969,0.0031,male,"1500 Birchmont Dr, Bemidji, MN 56601",https://www.bemidjistate.edu,47.4836900000001,-94.87495
Soderquist,Ryan,2018-2019,Aug 2002 - ,Bentley University,Men's Ice Hockey,0.9768,0.0232,male,"175 Forest St, Waltham, MA 02452-4705",www.bentley.edu,42.39066,-71.2224899999999
Blair-Lewis,Vanessa,2018-2019,Aug 2008 - ,Bethune-Cookman University,Women's Basketball,0.0037,0.9963,female,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,Women's Cross Country,0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,"Men's Track, Outdoor",0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,Men's Cross Country,0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,"Men's Track, Indoor",0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,"Women's Track, Outdoor",0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Cooper,Donald,2018-2019,Oct 2009 - ,Bethune-Cookman University,"Women's Track, Indoor",0.9961,0.0039,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Forshey,Danny,2018-2019,Sep 2018 - Nov 2019,Bethune-Cookman University,Women's Golf,0.9944,0.0056,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Forshey,Danny,2018-2019,Aug 2018 - Nov 2019,Bethune-Cookman University,Men's Golf,0.9944,0.0056,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Gilliam,Chelsea,2018-2019,May 2019 - ,Bethune-Cookman University,Women's Bowling,0.0024,0.9976,female,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Hernandez,Jonathan,2018-2019,Sep 2018 - ,Bethune-Cookman University,Baseball,0.9954,0.0046,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Ridder,Ryan,2018-2019,Apr 2017 - ,Bethune-Cookman University,Men's Basketball,0.9768,0.0232,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Sims,Terry,2018-2019,Jan 2015 - ,Bethune-Cookman University,Football,0.8056,0.1944,male,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Villucci,Valerie,2018-2019,Nov 2016 - Aug 2019,Bethune-Cookman University,Women's Tennis,0.0027,0.9973,female,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
Villucci,Valerie,2018-2019,Nov 2016 - Aug 2019,Bethune-Cookman University,Men's Tennis,0.0027,0.9973,female,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, FL 32114-3099",www.cookman.edu,29.2134600000001,-81.0327599999999
